Landslide ID,Moisture,temperature,humidity,rainfall,Landslide Aelrt-label
LS105,0.29,18.47891261,62.69503871,65.43835393,Yellow
LS1050,0.51,28.66725136,79.59242542,118.2583441,Yellow
LS1051,0.51,28.14938935,81.54448882,91.40508414,Yellow
LS1052,0.51,26.42313317,83.6995044,95.12322062,Yellow
LS1053,0.51,26.59386409,81.40740301,109.9825551,Yellow
LS1054,0.51,27.71822477,76.57853189,102.2099836,Yellow
LS1055,0.51,28.98333432,82.95958244,109.022564,Yellow
LS1056,0.51,29.42017919,83.96754496,117.229079,Yellow
LS1057,0.51,27.39872329,81.10523402,112.1355384,Yellow
LS1058,0.51,26.4020227,84.41007614,111.0162259,Yellow
LS1059,0.51,27.81251452,82.69285419,99.20961514,Yellow
LS106,0.27,21.77689322,57.80840636,102.0861694,Yellow
LS1060,0.51,25.19640218,83.55829874,115.8586081,Yellow
LS1061,0.51,28.31193338,75.77363772,119.695765,Yellow
LS1062,0.51,25.90113128,80.47152737,110.10323,Yellow
LS1063,0.51,27.48612983,76.11239849,109.2768851,Yellow
LS1064,0.51,29.38254012,83.50423735,109.2486647,Yellow
LS1065,0.51,29.22118628,81.08183635,108.8616474,Yellow
LS1066,0.51,27.09062164,81.33506906,110.1331182,Yellow
LS1067,0.51,26.12643374,81.81365007,104.4812858,Yellow
LS1068,0.51,29.01207743,77.95192527,90.43495443,Yellow
LS1069,0.51,27.96799119,79.28625709,119.4765557,Yellow
LS107,0.29,25.6217169,66.50415474,105.4654703,Yellow
LS1070,0.51,28.0764455,76.05522115,118.9923573,Yellow
LS1071,0.51,25.16278237,84.97849241,90.94554618,Yellow
LS1072,0.51,25.78749808,84.51194224,114.2005455,Yellow
LS1073,0.51,25.34119774,84.47321314,91.06493353,Yellow
LS1074,0.51,29.44795403,78.34971537,96.45042585,Yellow
LS1075,0.51,26.47522633,78.51833782,113.1161095,Yellow
LS1076,0.51,27.39489579,83.31172003,92.78133617,Yellow
LS1077,0.52,25.08347445,80.261731,94.32961456,Yellow
LS1078,0.52,26.6719835,76.48541655,91.73358569,Yellow
LS1079,0.52,25.44926208,79.49221962,100.6619171,Yellow
LS108,0.29,25.19192419,66.6902901,78.06639649,Yellow
LS1080,0.52,28.22776705,80.6430384,98.00403016,Yellow
LS1081,0.52,28.1279509,77.48247073,103.5045395,Yellow
LS1082,0.52,28.9470467,82.1888998,95.83016448,Yellow
LS1083,0.52,27.96236771,84.15403614,97.55986676,Yellow
LS1084,0.52,28.00316034,78.90085998,94.68180316,Yellow
LS1085,0.52,29.1400919,80.1190228,90.45142867,Yellow
LS1086,0.52,27.9122104,83.36307683,90.24211529,Yellow
LS1087,0.52,25.43480512,81.53977797,96.47800391,Yellow
LS1088,0.52,28.55980972,84.51602322,111.0843029,Yellow
LS1089,0.52,26.59580783,82.99556744,100.5123341,Yellow
LS109,0.29,20.41683147,62.5542482,65.27798457,Yellow
LS1090,0.52,27.19711623,77.3970629,99.46950465,Yellow
LS1091,0.52,25.29391516,79.29122198,105.4220251,Yellow
LS1092,0.52,29.90888522,76.98740841,91.99964712,Yellow
LS1093,0.52,27.94972463,76.63713353,109.0921631,Yellow
LS1094,0.52,25.01018457,78.76260938,108.3690513,Yellow
LS1095,0.52,29.21144871,84.70189923,108.5501443,Yellow
LS1096,0.52,27.35911627,84.54625006,90.81250457,Yellow
LS1097,0.52,28.0106804,76.52808057,103.7040783,Yellow
LS1098,0.52,28.67208915,82.20793613,94.37987496,Yellow
LS1099,0.52,27.34585147,78.4873835,92.15524332,Yellow
LS11,0.34,26.52723513,81.41753846,264.6148697,Red
LS110,0.29,24.92162194,66.78627406,109.2162279,Yellow
LS1100,0.52,29.50704598,78.20585613,98.12565829,Yellow
LS1101,0.52,29.73770045,47.54885174,90.09586854,Yellow
LS1102,0.52,33.55695561,53.72979826,98.67527561,Yellow
LS1103,0.53,27.00315545,47.67525434,95.85118326,Yellow
LS1104,0.52,33.56150184,45.53556603,95.70525913,Yellow
LS1105,0.52,35.89855625,54.25964196,92.19721736,Yellow
LS1106,0.52,34.17719782,50.62161586,98.00687989,Yellow
LS1107,0.52,30.01592643,53.19212381,97.72843182,Yellow
LS1108,0.52,31.74592134,45.16127859,93.75441586,Yellow
LS1109,0.52,35.99009679,52.22780489,95.3713484,Yellow
LS111,0.28,23.31689124,73.4541537,94.29712821,Yellow
LS1110,0.52,31.86641378,52.19331595,98.46768642,Yellow
LS1111,0.52,27.75518664,52.34605806,94.11213345,Yellow
LS1112,0.52,34.72413192,51.4271781,97.31258083,Yellow
LS1113,0.53,27.53907547,53.63549533,99.35408185,Yellow
LS1114,0.52,27.69637763,48.5622488,89.85646496,Yellow
LS1115,0.52,27.25373364,52.66319725,91.87312479,Yellow
LS1116,0.52,30.33723921,48.88704844,94.42850522,Yellow
LS1117,0.52,31.85744939,45.53106268,91.55845821,Yellow
LS1118,0.52,35.39986338,49.45962621,97.41054011,Yellow
LS1119,0.52,29.80747243,52.13797867,95.74606104,Yellow
LS112,0.29,24.84016732,68.3584573,74.05474936,Yellow
LS1120,0.52,34.16438906,54.16482251,98.33351125,Yellow
LS1121,0.52,28.93270187,47.94053996,99.9834242,Yellow
LS1122,0.52,27.98392787,53.33018851,99.61465679,Yellow
LS1123,0.52,31.20478173,54.49960506,94.62954663,Yellow
LS1124,0.52,32.13409675,50.52559148,98.63333684,Yellow
LS1125,0.52,28.91862016,48.13974548,97.01331604,Yellow
LS1126,0.52,31.09779147,47.41196659,90.28624348,Yellow
LS1127,0.52,34.73823882,49.08864345,90.65022183,Yellow
LS1128,0.52,29.98080499,49.48613279,91.82271568,Yellow
LS1129,0.52,33.80398664,46.12866113,90.82549241,Yellow
LS113,0.29,22.27526694,58.84015925,63.87020584,Yellow
LS1130,0.52,30.07202564,50.96040505,92.09609766,Yellow
LS1131,0.52,27.92063282,51.77965917,100.2585673,Yellow
LS1132,0.52,31.40948821,49.21729127,92.99739415,Yellow
LS1133,0.52,35.7877738,51.94190321,100.2160615,Yellow
LS1134,0.52,33.36140093,45.02236377,98.81596545,Yellow
LS1135,0.52,35.96054636,48.69677802,98.00644238,Yellow
LS1136,0.52,28.33333307,51.39586505,91.67241761,Yellow
LS1137,0.52,32.27652024,50.19368841,95.99487068,Yellow
LS1138,0.52,31.99490489,50.84881347,97.38741498,Yellow
LS1139,0.52,27.58258929,48.56916221,95.8445641,Yellow
LS114,0.29,18.87751445,65.76816093,94.76189431,Yellow
LS1140,0.52,29.38471637,45.88744691,100.8124659,Yellow
LS1141,0.52,32.38697531,53.2328243,90.21633216,Yellow
LS1142,0.52,30.91471455,49.92963856,90.14047759,Yellow
LS1143,0.52,35.37775595,45.58110023,97.41586402,Yellow
LS1144,0.52,32.32362177,52.5896771,93.36718816,Yellow
LS1145,0.53,28.22373428,47.40519056,97.76832322,Yellow
LS1146,0.53,27.27433181,47.16808054,95.257992,Yellow
LS1147,0.53,27.10710832,50.70880979,92.37238878,Yellow
LS1148,0.53,34.89226666,48.75613373,91.63074547,Yellow
LS1149,0.53,33.7462686,48.50387598,92.26439205,Yellow
LS115,0.29,25.19008683,60.2001687,72.12375573,Yellow
LS1150,0.52,27.3511056,54.43945147,96.27792547,Yellow
LS1151,0.52,32.89300162,52.61323969,94.49161372,Yellow
LS1152,0.53,35.38598705,51.42664176,90.29643888,Yellow
LS1153,0.53,27.5529736,47.90859131,90.40332704,Yellow
LS1154,0.53,32.82141065,47.45553843,90.89173106,Yellow
LS1155,0.54,30.17294105,51.0845903,95.23444287,Yellow
LS1156,0.53,29.26382931,54.82257868,100.7586226,Yellow
LS1157,0.53,32.06097197,51.08494181,96.59816497,Yellow
LS1158,0.53,28.69818144,47.71875722,99.642454,Yellow
LS1159,0.53,29.14305008,49.40983294,97.55155537,Yellow
LS116,0.28,18.25405352,55.28220433,63.72358154,Yellow
LS1160,0.53,28.3471611,53.53903102,90.40260445,Yellow
LS1161,0.53,27.67256197,45.41692012,92.84991507,Yellow
LS1162,0.53,28.1218093,46.16888595,93.30247448,Yellow
LS1163,0.53,30.79375683,46.69536813,92.21318555,Yellow
LS1164,0.53,28.89409382,54.80750249,94.76322976,Yellow
LS1165,0.53,33.33024826,45.61143594,98.28583013,Yellow
LS1166,0.53,27.78912455,53.96886679,91.01152997,Yellow
LS1167,0.53,31.65333432,48.20662669,91.09745581,Yellow
LS1168,0.53,29.75150773,46.73723302,91.405983,Yellow
LS1169,0.53,31.32995611,50.22287593,89.78216168,Yellow
LS117,0.3,24.6129118,70.4162444,104.1626147,Yellow
LS1170,0.53,35.63627319,48.97047762,97.51952041,Yellow
LS1171,0.53,31.66524687,51.98594645,89.98024312,Yellow
LS1172,0.53,32.26935342,53.56092806,95.94035356,Yellow
LS1173,0.53,27.81005614,51.59445462,95.89898581,Yellow
LS1174,0.53,34.58561471,50.34035336,100.3060719,Yellow
LS1175,0.53,31.27180992,52.23810152,89.74409017,Yellow
LS1176,0.53,33.93679864,52.72170281,97.4611918,Yellow
LS1177,0.53,31.09154239,47.02058367,91.46664318,Yellow
LS1178,0.53,31.89356292,49.02450149,89.59371481,Yellow
LS1179,0.53,32.45465292,50.69693751,95.04871605,Yellow
LS118,0.3,25.1420613,65.26185135,76.68456006,Yellow
LS1180,0.53,35.47478322,47.97230503,97.79072474,Yellow
LS1181,0.53,27.32961444,49.30347234,93.53197359,Yellow
LS1182,0.53,30.90225239,49.95955487,91.77522598,Yellow
LS1183,0.53,29.09382275,45.5661059,96.23520043,Yellow
LS1184,0.53,30.02086169,46.78393776,96.63721027,Yellow
LS1185,0.53,34.13072188,51.25786185,96.38808001,Yellow
LS1186,0.54,33.44619894,53.05980465,98.05089394,Yellow
LS1187,0.53,35.3915464,52.48823147,91.22881052,Yellow
LS1188,0.53,31.53356352,53.06009323,98.57025046,Yellow
LS1189,0.53,30.7645515,47.93791463,90.38503469,Yellow
LS119,0.3,23.09348056,60.1159381,65.49730729,Yellow
LS1190,0.53,30.01821337,50.0983181,96.08745082,Yellow
LS1191,0.53,31.32863689,47.59319575,94.67344737,Yellow
LS1192,0.53,33.88004781,54.39416048,89.29147581,Yellow
LS1193,0.53,28.07802689,54.9640534,97.45373619,Yellow
LS1194,0.53,35.53845018,52.94641947,91.54560427,Yellow
LS1195,0.53,28.70595247,50.44030129,95.8946444,Yellow
LS1196,0.53,31.48451729,48.77926304,93.17221967,Yellow
LS1197,0.53,27.69819273,51.41593238,100.7720705,Yellow
LS1198,0.53,30.41235793,52.48100602,93.92375879,Yellow
LS1199,0.53,32.17752026,54.01352682,91.88766069,Yellow
LS12,0.34,23.97898217,81.45061596,250.0832336,Red
LS120,0.3,18.05033737,62.89366992,84.23613484,Yellow
LS1200,0.53,32.6112614,47.74916499,91.10190759,Yellow
LS1201,0.53,29.99677232,81.54156612,67.12534492,Yellow
LS1202,0.53,30.7280404,82.42614055,68.38135469,Yellow
LS1203,0.53,32.44577836,83.88504863,68.73932528,Yellow
LS1204,0.53,37.46566825,80.65968681,66.83872293,Yellow
LS1205,0.53,22.03296178,83.74372787,65.34440794,Yellow
LS1206,0.53,39.64851881,82.21079946,70.39906054,Yellow
LS1207,0.53,16.77557314,82.75241875,66.76285469,Yellow
LS1208,0.53,12.14190714,83.56812483,69.63122027,Yellow
LS1209,0.53,12.7567962,81.62497448,66.77844567,Yellow
LS121,0.29,24.9321581,73.80435276,79.74078719,Yellow
LS1210,0.53,39.04071989,80.18393287,73.88467027,Yellow
LS1211,0.53,39.70772192,82.68593454,74.91506217,Yellow
LS1212,0.53,9.467960445,82.29335466,66.02765219,Yellow
LS1213,0.53,29.58748357,80.91934392,68.06417307,Yellow
LS1214,0.53,17.82803682,80.96093443,65.84748763,Yellow
LS1215,0.53,8.825674745,82.89753705,67.235765,Yellow
LS1216,0.53,27.83487131,83.51444973,73.02882766,Yellow
LS1217,0.53,11.02105378,80.55557235,68.23963161,Yellow
LS1218,0.53,17.5862944,80.84806564,71.4065452,Yellow
LS1219,0.53,19.89363946,82.73366439,69.66256816,Yellow
LS122,0.3,18.14710054,71.09445342,88.07753741,Yellow
LS1220,0.53,29.93707596,81.77713468,65.52279323,Yellow
LS1221,0.53,36.73126647,80.58931938,72.24230804,Yellow
LS1222,0.53,20.42094753,81.54185044,66.93065667,Yellow
LS1223,0.53,25.51939719,83.98351748,69.17281221,Yellow
LS1224,0.53,30.50734778,82.71775569,70.08200379,Yellow
LS1225,0.53,18.4269936,80.55625868,69.75734306,Yellow
LS1226,0.53,12.087022,83.59398734,68.66813363,Yellow
LS1227,0.53,23.60115364,82.48336987,73.23901752,Yellow
LS1228,0.53,12.80000387,81.20876367,67.10439401,Yellow
LS1229,0.53,38.06099482,82.24729637,65.70148216,Yellow
LS123,0.31,18.28362235,66.65952796,80.97573281,Yellow
LS1230,0.53,39.06555518,82.03812973,69.30772897,Yellow
LS1231,0.53,33.78372897,81.16314317,74.53557341,Yellow
LS1232,0.53,16.76201707,82.00335557,73.28712806,Yellow
LS1233,0.53,35.89307536,82.66850729,66.53946559,Yellow
LS1234,0.53,21.01245395,81.17931863,66.38448261,Yellow
LS1235,0.53,10.89875873,80.01639435,68.69420397,Yellow
LS1236,0.53,16.36251869,83.00471609,71.55665483,Yellow
LS1237,0.53,20.28370163,81.32235739,71.06611222,Yellow
LS1238,0.53,25.11108456,83.25447587,73.01026829,Yellow
LS1239,0.53,33.4641162,83.86742974,67.92204319,Yellow
LS124,0.29,18.83344471,58.75082029,79.7532896,Yellow
LS1240,0.53,11.7976469,80.86325389,65.06962486,Yellow
LS1241,0.53,11.36300891,80.03100049,71.18289431,Yellow
LS1242,0.53,25.23542319,80.68700527,67.03840888,Yellow
LS1243,0.53,15.99050693,81.23966573,74.40198861,Yellow
LS1244,0.53,22.4359017,80.18612085,65.3973168,Yellow
LS1245,0.53,34.76086052,81.03544763,65.70430027,Yellow
LS1246,0.53,31.11047251,83.34010951,71.43001582,Yellow
LS1247,0.53,28.57828803,80.95628959,73.34232097,Yellow
LS1248,0.53,41.18664903,81.01783402,68.68895899,Yellow
LS1249,0.53,27.02766138,83.17093908,70.95666003,Yellow
LS125,0.29,25.71895816,67.22190688,74.51490791,Yellow
LS1250,0.53,21.19339319,82.33098331,74.62834921,Yellow
LS1251,0.53,10.38004759,83.44518113,67.3917379,Yellow
LS1252,0.53,31.3115978,82.56407013,65.01095312,Yellow
LS1253,0.53,20.46657776,80.97598029,71.29813872,Yellow
LS1254,0.53,29.36947679,81.53996362,66.13442813,Yellow
LS1255,0.53,10.72302459,80.02130636,65.2982112,Yellow
LS1256,0.53,14.97846952,80.49979873,71.63437433,Yellow
LS1257,0.53,15.3246651,81.67215994,71.60102999,Yellow
LS1258,0.53,18.73932187,81.12109244,73.55807954,Yellow
LS1259,0.53,19.3642553,83.36094029,67.15094741,Yellow
LS126,0.31,25.33797709,68.49835977,96.46380213,Yellow
LS1260,0.53,41.20733624,81.61051026,65.90227462,Yellow
LS1261,0.53,33.34214482,82.51034633,70.68098614,Yellow
LS1262,0.53,23.81995682,80.12211649,67.2739864,Yellow
LS1263,0.53,40.66012294,81.24995984,74.03030056,Yellow
LS1264,0.53,11.82768186,80.2827185,74.10225057,Yellow
LS1265,0.53,13.28504331,83.54193816,65.80006004,Yellow
LS1266,0.53,35.83089092,83.32560104,73.67984885,Yellow
LS1267,0.53,26.18159716,81.03886263,66.05911698,Yellow
LS1268,0.53,24.57558351,80.70695797,69.706113,Yellow
LS1269,0.53,29.67229086,83.71498986,66.48490371,Yellow
LS127,0.3,23.89114571,57.48775781,102.8301942,Yellow
LS1270,0.53,39.37102553,81.25353895,74.08101744,Yellow
LS1271,0.53,17.66558428,82.92903419,69.8671263,Yellow
LS1272,0.53,24.06679352,82.66396666,69.81855775,Yellow
LS1273,0.53,15.31413469,80.09711412,74.82144653,Yellow
LS1274,0.53,21.77466746,80.54942557,69.39630398,Yellow
LS1275,0.53,26.91624843,80.76838926,69.30927185,Yellow
LS1276,0.53,41.65602996,82.22118237,74.19664838,Yellow
LS1277,0.53,17.98667801,81.17712085,72.37127689,Yellow
LS1278,0.53,29.12033769,82.79092939,68.8503047,Yellow
LS1279,0.53,34.38922481,83.18392806,71.03001556,Yellow
LS128,0.3,21.53574127,71.50905983,102.4852929,Yellow
LS1280,0.53,41.36106301,82.79782954,69.92107482,Yellow
LS1281,0.53,35.12158265,82.26890793,69.71518491,Yellow
LS1282,0.53,19.6491772,80.15215777,73.69529586,Yellow
LS1283,0.53,16.27852801,82.94270065,66.57462809,Yellow
LS1284,0.53,21.11903604,80.63399198,69.27779761,Yellow
LS1285,0.53,19.2077707,82.9042841,66.83113717,Yellow
LS1286,0.53,25.96308415,82.57813624,70.31782647,Yellow
LS1287,0.53,25.67385024,81.6212135,74.10919422,Yellow
LS1288,0.53,41.94865736,81.15595212,73.06862952,Yellow
LS1289,0.53,11.18994268,80.8084305,66.34234944,Yellow
LS129,0.31,23.08974909,63.10459626,70.43473609,Yellow
LS1290,0.53,17.5438296,82.94703302,73.77063744,Yellow
LS1291,0.53,13.05809741,80.28297993,70.75633584,Yellow
LS1292,0.53,9.724457611,83.74765639,74.46411148,Yellow
LS1293,0.53,27.92004934,82.93262435,69.92092839,Yellow
LS1294,0.53,9.535585543,80.73112694,69.44115171,Yellow
LS1295,0.53,13.42988625,80.06633966,71.40043037,Yellow
LS1296,0.53,9.851242629,80.22631717,68.42802444,Yellow
LS1297,0.53,24.97256132,82.72828653,66.70016285,Yellow
LS1298,0.53,27.23708304,82.94573346,70.42508897,Yellow
LS1299,0.53,18.70679077,83.4795292,66.5964488,Yellow
LS13,0.34,26.80079604,80.88684822,284.4364567,Red
LS130,0.3,25.61707368,63.4711755,108.8303762,Yellow
LS1300,0.53,9.949929082,82.55138983,66.00817551,Yellow
LS1301,0.53,26.47330219,80.92254421,53.65742581,Yellow
LS1302,0.53,25.18780042,83.44621709,46.87420883,Green
LS1303,0.53,25.29954705,81.77527562,57.04147057,Yellow
LS1304,0.53,24.74631269,88.30866319,57.95826144,Yellow
LS1305,0.53,26.58740671,81.32563243,41.87540028,Green
LS1306,0.53,24.53442564,88.989272,49.11618732,Green
LS1307,0.53,26.0713757,88.7285657,57.79652846,Yellow
LS1308,0.53,25.96534238,89.77076659,59.46338556,Yellow
LS1309,0.53,26.22338015,85.34866045,54.60159289,Yellow
LS131,0.31,21.44526922,63.1621551,65.88951188,Yellow
LS1310,0.53,24.41311871,89.81574032,44.07843475,Green
LS1311,0.53,26.49195283,80.04678201,57.72799157,Yellow
LS1312,0.53,24.04355803,84.18406764,53.78929956,Yellow
LS1313,0.53,25.5421695,83.31883376,57.57343233,Yellow
LS1314,0.53,26.74550678,83.9195902,40.794305,Green
LS1315,0.53,25.7131428,80.22972777,43.08961827,Green
LS1316,0.53,25.76484262,84.1726996,44.22066914,Green
LS1317,0.53,26.79489868,89.64815231,57.74091817,Yellow
LS1318,0.53,24.9004602,89.73524177,57.44942094,Yellow
LS1319,0.53,26.80750629,88.22874955,58.79889057,Yellow
LS132,0.3,18.51816776,55.53128131,90.988051,Yellow
LS1320,0.53,25.11189154,80.02621335,44.20656987,Green
LS1321,0.53,26.2148837,87.6883982,59.65590798,Yellow
LS1322,0.53,24.9103226,86.97190046,49.48575692,Green
LS1323,0.53,25.79448878,84.26830701,56.45229202,Yellow
LS1324,0.53,25.26931156,87.55055105,40.12650421,Green
LS1325,0.53,25.76402693,87.5931128,46.05122728,Green
LS1326,0.54,25.85483596,89.13163965,46.85176955,Green
LS1327,0.54,24.33528185,81.44030363,48.32113628,Green
LS1328,0.54,25.37601283,80.99313508,57.23028471,Yellow
LS1329,0.54,24.86094646,85.05318563,55.29563514,Yellow
LS133,0.31,22.53510514,67.99257471,64.40866039,Yellow
LS1330,0.54,24.71885473,88.94568335,48.45978627,Green
LS1331,0.54,24.21495706,84.20576992,48.01138482,Green
LS1332,0.54,25.81692236,82.043255,54.82963379,Yellow
LS1333,0.54,24.47018505,84.16390229,57.26773002,Yellow
LS1334,0.54,24.13078816,84.84494575,51.19470197,Yellow
LS1335,0.54,26.1793464,86.52258079,49.43050977,Green
LS1336,0.54,26.17668721,86.7295205,53.33484977,Yellow
LS1337,0.54,26.03867719,84.6378378,44.3993381,Green
LS1338,0.54,26.53259325,82.39053979,54.30660782,Yellow
LS1339,0.54,26.81938687,87.8274604,46.06193778,Green
LS134,0.3,23.02038334,61.89472002,63.03843397,Yellow
LS1340,0.54,25.50405534,81.40297428,48.47833278,Green
LS1341,0.54,26.20234499,80.38266489,56.47941847,Yellow
LS1342,0.54,25.13735887,89.28272716,43.52897517,Green
LS1343,0.54,25.92030221,83.47202566,42.10681516,Green
LS1344,0.54,26.6634609,89.98405233,57.40847165,Yellow
LS1345,0.54,24.06731461,81.64075303,51.75212401,Yellow
LS1346,0.54,24.6774157,82.75411437,57.05709413,Yellow
LS1347,0.54,26.11440416,87.64081095,58.48160844,Yellow
LS1348,0.52,26.81530456,87.65694462,55.74073582,Yellow
LS1349,0.52,25.15623099,80.27525115,55.49541453,Yellow
LS135,0.3,24.89364635,65.61418761,87.9298085,Yellow
LS1350,0.52,25.2801372,83.15393658,49.29456609,Green
LS1351,0.53,26.22005978,80.90127035,49.08553937,Green
LS1352,0.54,24.92093261,80.61750795,50.55710813,Green
LS1353,0.54,26.21667586,81.01009354,54.65423596,Yellow
LS1354,0.54,26.81383586,87.21986949,51.70497792,Yellow
LS1355,0.54,24.31334971,87.47409052,48.11248366,Green
LS1356,0.54,24.29105004,88.04541346,51.26046418,Yellow
LS1357,0.54,24.42998931,86.33904774,48.58241822,Green
LS1358,0.54,25.66576039,88.6984228,54.22722466,Yellow
LS1359,0.54,25.07803672,83.46230461,56.39962921,Yellow
LS136,0.3,25.77175115,74.089114,107.4931917,Yellow
LS1360,0.54,24.88910524,85.87059083,51.70699144,Yellow
LS1361,0.54,25.42900869,82.91481799,56.34144589,Yellow
LS1362,0.54,24.37118217,87.1269128,44.63907691,Green
LS1363,0.54,26.4930645,88.59143088,46.06382209,Green
LS1364,0.54,25.83202912,89.00481725,45.24690619,Green
LS1365,0.54,24.41592661,89.39655519,40.32161859,Green
LS1366,0.54,24.37190239,81.2514818,44.20899581,Green
LS1367,0.54,24.24782473,83.03687902,54.7657624,Yellow
LS1368,0.54,24.64458469,85.49938185,48.31219031,Green
LS1369,0.54,24.89681131,86.10782926,53.14626213,Yellow
LS137,0.3,19.39851734,62.35750641,60.95197486,Yellow
LS1370,0.54,25.41864024,81.12122989,49.52320689,Green
LS1371,0.54,26.26028739,86.14585891,58.97878791,Yellow
LS1372,0.54,24.90123934,87.20772913,46.59207341,Green
LS1373,0.54,24.84740848,89.20454622,59.67927244,Yellow
LS1374,0.54,26.98212846,86.70068316,42.91292205,Green
LS1375,0.54,26.90435747,86.25426228,59.75980023,Yellow
LS1376,0.54,25.86475496,86.67468041,41.16554802,Green
LS1377,0.54,26.70607759,81.14149505,51.51033554,Yellow
LS1378,0.54,26.44019475,80.91934337,47.81847573,Green
LS1379,0.54,26.283443,84.42478917,50.78669728,Green
LS138,0.3,21.54156232,59.64024162,109.7515385,Yellow
LS1380,0.54,26.84366082,83.85039964,40.228644,Green
LS1381,0.54,26.03967219,83.9862443,43.87712348,Green
LS1382,0.54,24.92994759,85.00802358,48.75859458,Green
LS1383,0.54,25.50736962,84.24340241,44.2068997,Green
LS1384,0.54,25.4438391,87.9392312,57.51549686,Yellow
LS1385,0.54,26.12588914,86.5507939,40.71210074,Green
LS1386,0.54,25.10474753,87.5267616,59.26519444,Yellow
LS1387,0.54,26.27520631,86.63249555,54.38748495,Yellow
LS1388,0.55,26.27061608,83.09194521,46.76837499,Green
LS1389,0.54,26.73690828,87.82430156,47.46447019,Green
LS139,0.3,23.79746068,74.82913698,91.76337172,Yellow
LS1390,0.55,25.04746944,85.5667282,56.72496677,Yellow
LS1391,0.55,24.69368934,85.56967628,48.99390828,Green
LS1392,0.55,24.54356968,84.60808277,42.00660251,Green
LS1393,0.55,25.89762315,81.96664832,54.49960057,Yellow
LS1394,0.55,26.6333118,84.31756844,56.31866159,Yellow
